timestamp,event_name,event_source,aws_region,source_ip,error_code,label,attack_technique,read_only,user_agent,access_key_id,mfa_authenticated,target_resource,request_params_raw,principal_type,principal_arn,username,session_label,synthetic
2024-01-01 18:00:24+00:00,RotateSecret,secretsmanager.amazonaws.com,us-east-1,39.33.215.127,,0,,False,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,prod/db/cjitqe,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:01:12+00:00,DescribeInstanceInformation,ssm.amazonaws.com,us-east-1,39.33.215.127,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,/app/hjziyg/config,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:02:49+00:00,ModifyInstanceAttribute,ec2.amazonaws.com,us-east-1,39.33.215.127,,0,,False,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:03:35+00:00,ModifyInstanceAttribute,ec2.amazonaws.com,us-east-1,39.33.215.127,,0,,False,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,i-erkfdfnsljhlpetcf,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:04:31+00:00,StopInstances,ec2.amazonaws.com,us-east-1,39.33.215.127,,0,,False,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,False,,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:05:34+00:00,GetSecretValue,secretsmanager.amazonaws.com,us-east-1,39.33.215.127,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,prod/db/fevrzo,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:07:34+00:00,GetRolePolicy,iam.amazonaws.com,us-east-1,39.33.215.127,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,role-mjbexj,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:07:42+00:00,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,us-east-1,39.33.215.127,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:08:53+00:00,SendCommand,ssm.amazonaws.com,us-east-1,39.33.215.127,,0,,False,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,/app/lwebrk/config,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:09:51+00:00,GetUser,iam.amazonaws.com,us-east-1,39.33.215.127,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,,role-wyvptl,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:11:00+00:00,GetBucketLogging,s3.amazonaws.com,us-east-1,39.33.215.127,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,False,data-dafqgl-bucket,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-01 18:11:57+00:00,GetBucketLogging,s3.amazonaws.com,us-east-1,39.33.215.127,ThrottlingException,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIAHMY4ZWJG5QYNDKVE,False,data-mzpdsy-bucket,,IAMUser,arn:aws:iam::201431602170:user/pmtjzn,pmtjzn,0,True
2024-01-02 11:00:30+00:00,DescribeInstances,ec2.amazonaws.com,us-east-1,128.40.106.123,,0,,True,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,i-hsgjqhkdccwfnfhuz,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 11:00:43+00:00,GetParameter,ssm.amazonaws.com,us-east-1,128.40.106.123,,0,,True,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,/app/fphjzd/config,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 11:00:51+00:00,SendCommand,ssm.amazonaws.com,us-east-1,128.40.106.123,,0,,False,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,/app/cdpntr/config,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 11:00:55+00:00,DescribeInstances,ec2.amazonaws.com,us-east-1,128.40.106.123,,0,,True,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,i-fwwhkqmwbiuoumkvu,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 11:00:59+00:00,GetParameter,ssm.amazonaws.com,us-east-1,128.40.106.123,,0,,True,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,/app/rrclzu/config,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 11:01:28+00:00,GetParameter,ssm.amazonaws.com,us-east-1,128.40.106.123,ThrottlingException,0,,True,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,/app/ycgnbf/config,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 11:01:52+00:00,PutParameter,ssm.amazonaws.com,us-east-1,128.40.106.123,,0,,False,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,/app/lmibhq/config,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 11:02:11+00:00,GetSecretValue,secretsmanager.amazonaws.com,us-east-1,128.40.106.123,,0,,True,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,prod/db/jnrmmx,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
