timestamp,event_name,event_source,aws_region,source_ip,error_code,label,attack_technique,read_only,user_agent,access_key_id,mfa_authenticated,target_resource,request_params_raw,principal_type,principal_arn,username,session_label,synthetic
2024-01-01 09:08:49+00:00,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,us-east-1,167.80.236.26,AccessDenied,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIATPIO8C6ONORSVD00,,,,IAMUser,arn:aws:iam::921048676870:user/hyyafj,hyyafj,0,True
2024-01-01 09:10:47+00:00,ListKeys,kms.amazonaws.com,us-east-1,167.80.236.26,NoSuchLifecycleConfiguration,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIATPIO8C6ONORSVD00,True,alias/azuamm,,IAMUser,arn:aws:iam::921048676870:user/hyyafj,hyyafj,0,True
2024-01-01 09:12:21+00:00,ListFunctions,lambda.amazonaws.com,us-east-1,167.80.236.26,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIATPIO8C6ONORSVD00,False,fn-cxqzeg,,IAMUser,arn:aws:iam::921048676870:user/hyyafj,hyyafj,0,True
2024-01-01 09:14:13+00:00,GetBucketLogging,s3.amazonaws.com,us-east-1,167.80.236.26,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIATPIO8C6ONORSVD00,False,,,IAMUser,arn:aws:iam::921048676870:user/hyyafj,hyyafj,0,True
2024-01-01 09:15:44+00:00,GetParameter,ssm.amazonaws.com,us-east-1,167.80.236.26,,0,,True,Terraform/1.5.0 aws-sdk-go/1.44.300,AKIATPIO8C6ONORSVD00,False,,,IAMUser,arn:aws:iam::921048676870:user/hyyafj,hyyafj,0,True
2024-01-01 16:00:56+00:00,GetRole,iam.amazonaws.com,us-east-1,107.178.228.226,NoSuchBucketPolicy,0,,True,console.amazonaws.com,AKIAO06P5GGZ4VH2CV7I,,,,IAMUser,arn:aws:iam::595963223685:user/twslhu,twslhu,0,True
2024-01-01 16:01:59+00:00,GetBucketLogging,s3.amazonaws.com,us-east-1,107.178.228.226,,0,,True,console.amazonaws.com,AKIAO06P5GGZ4VH2CV7I,,,,IAMUser,arn:aws:iam::595963223685:user/twslhu,twslhu,0,True
2024-01-01 16:02:16+00:00,GetRole,iam.amazonaws.com,us-east-1,107.178.228.226,,0,,True,console.amazonaws.com,AKIAO06P5GGZ4VH2CV7I,,role-jtdcpw,,IAMUser,arn:aws:iam::595963223685:user/twslhu,twslhu,0,True
2024-01-01 16:03:48+00:00,DescribeSubnets,ec2.amazonaws.com,us-east-1,107.178.228.226,,0,,True,console.amazonaws.com,AKIAO06P5GGZ4VH2CV7I,,i-uttjrbtmgbutzvsim,,IAMUser,arn:aws:iam::595963223685:user/twslhu,twslhu,0,True
2024-01-01 16:03:53+00:00,ListGroupsForUser,iam.amazonaws.com,us-east-1,107.178.228.226,,0,,True,console.amazonaws.com,AKIAO06P5GGZ4VH2CV7I,False,,,IAMUser,arn:aws:iam::595963223685:user/twslhu,twslhu,0,True
2024-01-01 16:04:36+00:00,PutSecretValue,secretsmanager.amazonaws.com,us-east-1,107.178.228.226,NoSuchWebsiteConfiguration,0,,False,console.amazonaws.com,AKIAO06P5GGZ4VH2CV7I,,prod/db/mbbcbs,,IAMUser,arn:aws:iam::595963223685:user/twslhu,twslhu,0,True
