timestamp,event_name,event_source,aws_region,source_ip,error_code,label,attack_technique,read_only,user_agent,access_key_id,mfa_authenticated,target_resource,request_params_raw,principal_type,principal_arn,username,session_label,synthetic
2024-01-02 11:03:38+00:00,DescribeInstances,ec2.amazonaws.com,us-east-1,128.40.106.123,,0,,True,aws-sdk-java/1.11.x,ASIA9JLW50VKABV8CC8Z,False,,,AssumedRole,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,LambdaExecutionRole,0,True
2024-01-02 18:01:32+00:00,GetParameter,ssm.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,/app/hktaid/config,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:02:30+00:00,PutSecretValue,secretsmanager.amazonaws.com,us-east-1,148.176.29.186,,0,,False,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,prod/db/uptjdf,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:03:33+00:00,GetParameter,ssm.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,False,/app/nnccqc/config,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:04:23+00:00,DescribeDBInstances,rds.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:04:58+00:00,GetBucketLogging,s3.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,data-vomxli-bucket,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:06:56+00:00,DescribeVpcs,ec2.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,i-ugkgvwekirpkrimut,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:08:12+00:00,CreateSnapshot,ec2.amazonaws.com,us-east-1,148.176.29.186,,0,,False,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,i-vnxjxoxetqrqcanye,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:08:55+00:00,DescribeKey,kms.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,False,alias/hnhncm,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:10:42+00:00,ListKeys,kms.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,alias/qnvygj,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-02 18:11:02+00:00,ListRolePolicies,iam.amazonaws.com,us-east-1,148.176.29.186,,0,,True,aws-cli/2.13.0 Python/3.11.4 Linux/5.15.0 botocore/2.0.0,AKIAVIDO1EY0OQKOH8UT,,role-bgxwph,,IAMUser,arn:aws:iam::890976271776:user/ivedmw,ivedmw,0,True
2024-01-03 08:04:46+00:00,AttachUserPolicy,iam.amazonaws.com,us-east-1,125.83.150.197,,0,,False,console.amazonaws.com,AKIAU64N59IG7NAX1FPY,True,role-zaeeah,,IAMUser,arn:aws:iam::185587868065:user/ldkynfr,ldkynfr,0,True
2024-01-03 08:11:06+00:00,AttachUserPolicy,iam.amazonaws.com,us-east-1,125.83.150.197,,0,,False,console.amazonaws.com,AKIAU64N59IG7NAX1FPY,True,role-anpzkm,,IAMUser,arn:aws:iam::185587868065:user/ldkynfr,ldkynfr,0,True
2024-01-03 08:17:55+00:00,PutBucketPolicy,s3.amazonaws.com,us-east-1,125.83.150.197,,0,,False,console.amazonaws.com,AKIAU64N59IG7NAX1FPY,True,data-vcwcdq-bucket,,IAMUser,arn:aws:iam::185587868065:user/ldkynfr,ldkynfr,0,True
2024-01-03 11:01:16+00:00,PutParameter,ssm.amazonaws.com,us-east-1,179.98.83.208,ThrottlingException,0,,False,console.amazonaws.com,AKIAQOSDZ3QDVK66VJ8N,,/app/uysmfa/config,,IAMUser,arn:aws:iam::623618529660:user/ctozdr,ctozdr,0,True
